ID,Girls_max,Boys_max,Total
305-3052074,35,28,63
305-3052075,29,36,65
305-3052079,30,34,64
305-3052080,13,19,32
305-3052082,34,25,59
305-3052084,17,13,30
305-3053000,13,18,31
305-3053001,47,41,88
305-3053002,25,22,47
305-3053003,30,36,66
305-3053004,9,5,14
305-3053005,20,12,32
305-3053300,24,35,59
305-3053301,18,14,32
305-3053500,13,16,29
305-3053501,13,20,33
305-3053503,12,19,31
305-3053504,11,14,25
305-3053505,17,14,31
305-3053507,13,20,33
305-3053508,18,12,30
305-3053510,39,24,63
305-3055200,89,89,178
305-3055201,25,8,33
305-3055202,41,21,62
305-3055204,46,50,96
305-3055205,47,49,96
305-3055206,31,32,63
305-3055207,47,50,97
305-3056004,0,0,0
305-3056066,0,0,0
305-3056079,0,0,0
305-3057000,0,1,1
305-3057001,0,4,4
305-3057005,4,0,4
305-3057012,3,18,21
306-3061100,0,1,1
306-3062003,45,45,90
306-3062004,35,24,59
306-3062008,9,20,29
306-3062012,61,59,120
306-3062013,38,49,87
306-3062015,62,45,107
306-3062016,32,22,54
306-3062019,34,26,60
306-3062020,26,33,59
306-3062025,39,39,78
306-3062031,27,30,57
306-3062033,39,42,81
306-3062034,30,26,56
306-3062036,51,32,83
306-3062040,0,0,0
306-3062043,34,27,61
306-3062046,42,48,90
306-3062047,62,51,113
306-3062050,75,0,75
306-3062055,54,49,103
306-3062057,27,35,62
306-3062058,11,15,26
306-3062061,0,0,0
306-3062062,13,17,30
306-3062064,0,0,0
306-3062065,14,18,32
306-3062066,0,0,0
306-3062067,32,28,60
306-3062068,25,33,58
306-3062073,25,26,51
306-3062076,45,48,93
306-3062081,0,75,75
306-3062082,35,37,72
306-3062083,19,11,30
306-3062084,17,27,44
306-3062085,20,19,39
306-3062086,14,18,32
306-3062087,0,0,0
306-3062088,15,11,26
306-3062090,56,52,108
306-3062091,13,9,22
306-3062093,46,40,86
306-3062097,28,28,56
306-3062098,12,16,28
306-3062099,30,25,55
306-3062100,28,25,53
306-3062102,29,31,60
306-3062103,30,32,62
306-3062104,0,0,0
306-3062105,31,36,67
306-3062107,42,46,88
306-3062109,17,20,37
306-3062111,14,16,30
306-3062113,63,71,134
306-3062114,53,42,95
306-3062115,35,26,61
306-3063000,26,27,53
306-3063003,20,11,31
306-3063006,53,55,108
306-3063008,27,28,55
306-3063300,10,20,30
306-3063301,15,17,32
306-3063400,16,15,31
306-3063401,33,25,58
306-3063403,35,40,75
306-3063404,10,21,31
306-3063408,34,25,59
306-3063409,17,14,31
306-3063411,29,20,49
306-3063415,40,42,82
306-3063416,11,18,29
306-3063417,29,32,61
306-3063418,39,51,90
306-3063419,26,30,56
306-3063420,48,40,88
306-3065200,37,35,72
306-3065201,47,40,87
306-3065202,33,27,60
306-3066088,0,0,0
306-3066909,61,48,109
306-3067001,9,6,15
306-3067004,0,17,17
306-3067005,4,9,13
306-3067006,6,17,23
307-3071104,0,3,3
307-3072000,33,27,60
307-3072001,34,25,59
307-3072003,0,0,0
307-3072004,0,0,0
307-3072005,45,53,98
307-3072010,18,16,34
307-3072022,27,24,51
307-3072033,28,29,57
307-3072046,41,48,89
307-3072058,24,32,56
307-3072059,28,31,59
307-3072067,33,28,61
307-3072071,56,30,86
307-3072076,18,24,42
307-3072083,13,21,34
307-3072088,35,23,58
307-3072092,35,24,59
307-3072094,25,27,52
307-3072115,29,30,59
307-3072121,48,42,90
307-3072125,34,31,65
307-3072150,29,31,60
307-3072151,52,39,91
307-3072153,24,28,52
307-3072154,26,30,56
307-3072161,16,15,31
307-3072162,22,38,60
307-3072163,32,28,60
307-3072164,29,30,59
307-3072165,36,43,79
307-3072166,30,26,56
307-3072167,55,65,120
307-3072168,59,59,118
307-3072169,45,39,84
307-3072170,23,33,56
307-3072171,67,61,128
307-3072172,42,45,87
307-3072173,37,50,87
307-3072174,45,44,89
307-3072175,27,31,58
307-3072176,22,38,60
307-3072177,40,35,75
307-3072178,13,17,30
307-3072179,25,24,49
307-3072180,44,45,89
307-3072181,30,25,55
307-3072182,49,41,90
307-3072183,30,28,58
307-3072185,26,28,54
307-3072186,35,24,59
307-3072187,54,59,113
307-3073500,29,31,60
307-3073503,29,31,60
307-3073504,25,31,56
307-3073505,19,11,30
307-3073506,45,44,89
307-3073507,45,45,90
307-3073508,51,39,90
307-3073509,36,24,60
307-3073510,31,29,60
307-3073511,17,13,30
307-3073512,25,32,57
307-3073513,58,62,120
307-3075200,54,57,111
307-3075202,59,53,112
307-3076000,0,0,0
307-3076050,0,0,0
307-3076065,0,0,0
307-3076339,0,0,0
307-3076401,0,0,0
307-3076905,33,42,75
307-3077007,8,19,27
307-3077010,4,10,14
307-3077012,4,3,7
307-3077013,2,8,10
308-3082000,29,31,60
308-3082009,27,31,58
308-3082010,41,47,88
308-3082012,31,29,60
308-3082013,30,30,60
308-3082016,18,7,25
308-3082017,14,12,26
308-3082025,56,92,148
308-3082028,47,43,90
308-3082029,32,28,60
308-3082030,44,46,90
308-3082032,38,42,80
308-3082033,33,58,91
308-3082036,11,20,31
308-3082038,72,71,143
308-3082039,49,41,90
308-3082042,41,44,85
308-3082048,44,45,89
308-3082053,42,44,86
308-3082055,63,56,119
308-3082061,28,27,55
308-3082063,33,28,61
308-3082071,49,40,89
308-3082072,35,25,60
308-3082073,59,61,120
308-3082074,25,35,60
308-3082075,24,37,61
308-3082076,47,62,109
308-3082077,33,26,59
308-3082078,53,65,118
308-3082079,40,49,89
308-3082080,36,52,88
308-3082081,36,34,70
308-3082082,28,23,51
308-3082083,70,50,120
308-3082084,38,47,85
308-3082085,39,51,90
308-3082086,31,29,60
308-3082089,31,29,60
308-3082090,41,37,78
308-3082092,46,44,90
308-3082093,29,29,58
308-3082094,28,29,57
308-3083302,36,42,78
308-3083303,7,7,14
308-3083304,17,13,30
308-3083307,29,31,60
308-3083308,18,12,30
308-3083309,16,12,28
308-3083310,22,25,47
308-3083311,11,17,28
308-3083312,29,31,60
308-3083313,25,37,62
308-3083500,31,28,59
308-3083501,35,29,64
308-3083502,52,37,89
308-3083503,28,33,61
308-3083504,15,15,30
308-3083505,36,50,86
308-3083506,28,33,61
308-3083507,43,49,92
308-3083508,43,45,88
308-3084001,39,21,60
308-3084002,0,0,0
308-3084007,14,16,30
308-3085200,18,12,30
308-3086052,0,0,0
308-3086056,0,0,0
308-3086062,0,0,0
308-3086906,27,32,59
308-3087001,0,0,0
308-3087002,1,4,5
308-3087005,0,0,0
308-3087007,6,5,11
308-3087008,1,19,20
309-3091101,0,0,0
309-3091102,0,1,1
309-3092002,29,29,58
309-3092004,31,29,60
309-3092008,21,31,52
309-3092011,9,21,30
309-3092012,25,32,57
309-3092015,31,25,56
309-3092016,31,27,58
309-3092020,27,32,59
309-3092021,31,28,59
309-3092022,31,28,59
309-3092025,25,32,57
309-3092028,30,25,55
309-3092029,44,46,90
309-3092030,28,31,59
309-3092031,28,32,60
309-3092037,17,11,28
309-3092041,42,48,90
309-3092045,28,28,56
309-3092047,12,16,28
309-3092051,13,17,30
309-3092057,19,36,55
309-3092058,66,54,120
309-3092062,47,34,81
309-3092063,29,32,61
309-3092065,9,18,27
309-3092072,48,43,91
309-3092075,34,24,58
309-3092076,26,29,55
309-3092077,30,29,59
309-3092078,35,23,58
309-3092079,11,25,36
309-3092080,29,26,55
309-3092082,47,35,82
309-3092083,31,25,56
309-3092084,53,34,87
309-3092085,36,24,60
309-3092088,28,30,58
309-3093000,11,17,28
309-3093001,45,48,93
309-3093302,35,27,62
309-3093303,15,12,27
309-3093304,18,11,29
309-3093306,31,27,58
309-3093307,14,15,29
309-3093308,29,29,58
309-3093500,26,28,54
309-3093501,47,37,84
309-3093502,28,24,52
309-3093503,33,25,58
309-3093504,10,16,26
309-3093508,11,19,30
309-3093509,24,27,51
309-3093510,15,13,28
309-3093511,26,32,58
309-3093512,33,26,59
309-3094000,0,0,0
309-3096066,0,0,0
309-3096088,0,0,0
309-3097000,1,2,3
309-3097001,5,2,7
309-3097005,1,16,17
309-3097008,0,3,3
310-3101101,1,0,1
310-3102001,40,43,83
310-3102002,0,0,0
310-3102005,31,28,59
310-3102006,27,33,60
310-3102045,12,18,30
310-3102049,29,31,60
310-3102050,41,48,89
310-3102051,53,34,87
310-3102052,29,31,60
310-3102053,23,37,60
310-3102055,37,51,88
310-3102059,44,47,91
310-3102060,55,65,120
310-3102061,40,50,90
310-3102063,44,46,90
310-3102066,61,60,121
310-3102071,44,44,88
310-3102072,40,50,90
310-3102073,48,42,90
310-3102082,41,44,85
310-3102084,47,40,87
310-3102085,51,64,115
310-3102086,35,47,82
310-3102087,44,48,92
310-3102093,29,30,59
310-3102096,46,42,88
310-3102097,37,53,90
310-3102098,50,37,87
310-3102101,44,45,89
310-3103500,38,21,59
310-3103501,30,30,60
310-3103504,38,23,61
310-3103505,27,35,62
310-3103507,33,28,61
310-3103508,27,36,63
310-3103509,16,15,31
310-3103511,30,30,60
310-3103512,40,46,86
310-3103513,24,35,59
310-3103514,50,39,89
310-3106006,0,0,0
310-3106050,0,0,0
310-3106063,0,0,0
310-3107004,4,12,16
310-3107006,5,10,15
311-3111109,0,0,0
311-3112000,37,33,70
311-3112003,20,23,43
311-3112004,22,15,37
311-3112005,37,48,85
311-3112006,43,48,91
311-3112008,30,29,59
311-3112009,33,27,60
311-3112012,25,34,59
311-3112014,33,27,60
311-3112015,23,31,54
311-3112016,44,34,78
311-3112017,30,29,59
311-3112020,0,0,0
311-3112022,42,39,81
311-3112024,27,25,52
311-3112025,28,30,58
311-3112031,0,0,0
311-3112038,41,50,91
311-3112041,44,34,78
311-3112055,50,68,118
311-3112061,52,60,112
311-3112066,46,44,90
311-3112069,30,30,60
311-3112073,36,43,79
311-3112076,48,43,91
311-3112078,12,18,30
311-3112080,14,16,30
311-3112081,31,31,62
311-3112084,22,28,50
311-3112085,49,40,89
311-3112086,46,44,90
311-3112087,49,40,89
311-3112089,35,33,68
311-3112090,42,48,90
311-3112092,25,34,59
311-3112093,11,20,31
311-3112094,43,46,89
311-3112096,32,47,79
311-3112097,43,43,86
311-3113000,8,5,13
311-3113301,48,39,87
311-3113501,28,32,60
311-3113502,11,19,30
311-3113503,29,30,59
311-3113504,28,33,61
311-3113506,28,32,60
311-3113507,15,15,30
311-3113508,16,14,30
311-3113509,40,50,90
311-3116053,0,0,0
311-3116057,0,0,0
311-3117000,1,11,12
311-3117003,3,2,5
311-3117004,0,10,10
312-3122001,35,30,65
312-3122002,24,26,50
312-3122003,25,31,56
312-3122004,48,42,90
312-3122010,47,36,83
312-3122011,40,29,69
312-3122016,45,36,81
312-3122017,20,37,57
312-3122018,56,49,105
312-3122020,41,46,87
312-3122021,26,33,59
312-3122022,55,48,103
312-3122023,33,35,68
312-3122025,45,36,81
312-3122026,14,15,29
312-3122027,0,0,0
312-3122028,0,0,0
312-3122029,31,29,60
312-3122032,38,41,79
312-3122035,0,0,0
312-3122036,59,58,117
312-3122038,47,44,91
312-3122040,54,63,117
312-3122045,30,29,59
312-3122048,38,25,63
312-3122049,33,44,77
312-3122051,25,35,60
312-3122052,51,56,107
312-3122054,42,46,88
312-3122059,77,49,126
312-3122061,29,30,59
312-3122063,34,23,57
312-3122064,45,40,85
312-3122065,13,16,29
312-3122076,25,31,56
312-3122078,55,65,120
312-3122080,30,36,66
312-3122081,39,57,96
312-3122082,83,66,149
312-3122084,48,70,118
312-3123300,30,22,52
312-3123302,16,14,30
312-3123306,30,29,59
312-3123307,27,30,57
312-3123400,14,15,29
312-3123401,42,47,89
312-3123402,34,26,60
312-3123403,9,21,30
312-3123404,14,16,30
312-3123405,48,40,88
312-3123410,26,31,57
312-3124654,27,31,58
312-3125201,39,51,90
312-3125202,43,64,107
312-3125205,24,35,59
312-3125206,34,44,78
312-3125208,14,17,31
312-3125211,42,46,88
312-3127001,1,16,17
312-3127002,2,7,9
312-3127005,1,4,5
312-3127006,0,3,3
312-3127009,5,25,30
312-3127012,4,11,15
313-3131100,0,1,1
313-3132003,31,29,60
313-3132004,38,48,86
313-3132005,32,23,55
313-3132007,18,11,29
313-3132014,43,47,90
313-3132015,10,18,28
313-3132020,55,59,114
313-3132022,21,33,54
313-3132023,0,0,0
313-3132024,35,51,86
313-3132029,0,0,0
313-3132031,94,110,204
313-3132033,54,65,119
313-3132034,57,58,115
313-3132036,41,43,84
313-3132037,59,52,111
313-3132038,53,58,111
313-3132041,46,43,89
313-3132044,14,16,30
313-3132045,52,62,114
313-3132047,45,41,86
313-3132050,30,30,60
313-3132051,16,14,30
313-3132056,38,36,74
313-3132061,21,21,42
313-3132062,45,42,87
313-3132063,29,28,57
313-3132064,26,30,56
313-3132071,17,14,31
313-3132073,35,53,88
313-3132075,28,31,59
313-3132078,26,28,54
313-3132079,33,39,72
313-3132081,28,28,56
313-3132082,24,21,45
313-3132083,41,42,83
313-3133300,31,32,63
313-3133302,15,15,30
313-3133502,13,13,26
313-3133503,33,27,60
313-3133504,27,31,58
313-3133505,16,14,30
313-3133507,31,29,60
313-3133941,31,30,61
313-3133942,54,35,89
313-3133943,34,53,87
313-3133944,37,22,59
313-3134000,33,28,61
313-3134002,23,27,50
313-3136003,0,0,0
313-3136072,0,0,0
313-3137003,0,8,8
313-3137005,6,13,19
313-3137007,5,13,18
313-3137010,0,8,8
314-3142000,14,21,35
314-3142001,61,59,120
314-3142005,27,27,54
314-3142006,20,27,47
314-3142007,17,15,32
314-3142008,21,35,56
314-3142014,55,66,121
314-3142020,11,19,30
314-3142024,62,46,108
314-3142028,64,53,117
314-3142032,29,23,52
314-3142033,58,32,90
314-3142034,29,26,55
314-3142035,37,32,69
314-3142036,39,31,70
314-3142037,56,63,119
314-3143301,36,24,60
314-3143302,43,44,87
314-3143303,25,35,60
314-3143304,35,23,58
314-3143305,10,17,27
314-3143308,14,16,30
314-3143309,29,31,60
314-3143310,27,26,53
314-3143311,13,17,30
314-3143500,24,35,59
314-3143501,30,28,58
314-3143502,13,15,28
314-3143503,37,21,58
314-3144002,0,0,0
314-3145200,17,13,30
314-3145950,2,4,6
314-3147002,2,6,8
315-3151100,0,0,0
315-3152000,21,23,44
315-3152001,0,0,0
315-3152002,31,31,62
315-3152003,8,14,22
315-3152052,22,31,53
315-3152055,11,19,30
315-3152056,23,26,49
315-3152059,30,33,63
315-3152061,33,27,60
315-3152062,19,23,42
315-3152063,28,30,58
315-3152064,25,26,51
315-3152066,23,17,40
315-3152067,15,15,30
315-3152068,15,11,26
315-3152070,27,31,58
315-3152071,27,32,59
315-3152072,32,25,57
315-3152073,11,19,30
315-3152074,27,32,59
315-3152075,28,27,55
315-3152076,35,52,87
315-3152077,30,28,58
315-3152081,29,31,60
315-3152082,45,41,86
315-3152083,34,43,77
315-3152084,34,40,74
315-3152085,32,35,67
315-3152089,20,25,45
315-3152090,28,27,55
315-3152091,39,48,87
315-3152092,25,32,57
315-3152094,49,37,86
315-3153300,23,20,43
315-3153302,12,15,27
315-3153303,38,22,60
315-3153304,37,23,60
315-3153500,27,29,56
315-3153501,24,27,51
315-3153502,32,28,60
315-3153503,40,18,58
315-3153505,29,31,60
315-3153506,28,21,49
315-3153507,45,31,76
315-3156588,0,0,0
315-3157004,3,8,11
315-3157006,2,7,9
316-3161100,0,1,1
316-3162001,57,61,118
316-3162004,57,60,117
316-3162006,24,35,59
316-3162010,50,31,81
316-3162012,70,50,120
316-3162014,0,0,0
316-3162015,46,40,86
316-3162016,28,21,49
316-3162017,19,35,54
316-3162018,64,55,119
316-3162022,23,24,47
316-3162024,35,43,78
316-3162026,12,17,29
316-3162030,31,24,55
316-3162032,33,25,58
316-3162034,66,52,118
316-3162036,23,37,60
316-3162037,75,72,147
316-3162038,12,18,30
316-3162039,18,39,57
316-3162043,24,31,55
316-3162047,49,41,90
316-3162051,35,39,74
316-3162055,40,48,88
316-3162058,26,27,53
316-3162059,41,41,82
316-3162061,44,44,88
316-3162064,44,46,90
316-3162065,16,14,30
316-3162066,37,52,89
316-3162069,31,29,60
316-3162071,24,35,59
316-3162073,58,58,116
316-3162077,35,45,80
316-3162079,37,48,85
316-3162080,45,39,84
316-3162081,24,36,60
316-3162083,41,49,90
316-3162088,22,22,44
316-3162089,21,26,47
316-3162090,32,22,54
316-3162091,21,39,60
316-3162092,45,36,81
316-3162093,57,59,116
316-3162094,59,52,111
316-3162095,63,56,119
316-3162096,58,62,120
316-3162097,58,62,120
316-3162098,32,40,72
316-3162099,32,27,59
316-3162101,29,30,59
316-3162102,24,35,59
316-3162104,24,28,52
316-3163000,33,39,72
316-3163001,23,15,38
316-3163300,14,14,28
316-3163503,25,31,56
316-3163505,29,31,60
316-3163506,14,16,30
316-3163507,16,13,29
316-3163508,21,20,41
316-3163510,26,31,57
316-3163511,32,29,61
316-3164001,40,31,71
316-3164003,50,39,89
316-3164005,26,26,52
316-3164011,0,0,0
316-3166051,0,0,0
316-3166066,0,0,0
316-3166072,0,0,0
316-3167004,1,6,7
316-3167007,0,0,0
317-3171101,0,0,0
317-3172000,28,30,58
317-3172001,46,55,101
317-3172002,27,32,59
317-3172012,71,64,135
317-3172015,56,33,89
317-3172017,49,42,91
317-3172021,30,26,56
317-3172022,28,32,60
317-3172023,52,36,88
317-3172024,38,40,78
317-3172030,23,34,57
317-3172031,48,71,119
317-3172038,71,68,139
317-3172039,46,41,87
317-3172042,47,40,87
317-3172051,24,36,60
317-3172053,17,28,45
317-3172054,37,22,59
317-3172055,29,30,59
317-3172056,58,57,115
317-3172057,48,41,89
317-3172058,39,50,89
317-3172061,31,27,58
317-3172062,26,35,61
317-3172063,51,33,84
317-3172066,55,62,117
317-3172069,45,47,92
317-3172070,44,44,88
317-3172071,59,54,113
317-3172072,65,86,151
317-3172073,38,52,90
317-3173300,14,16,30
317-3173500,29,30,59
317-3173504,27,33,60
317-3173505,33,27,60
317-3173506,23,37,60
317-3173507,30,27,57
317-3173509,26,14,40
317-3173513,27,33,60
317-3173514,31,31,62
317-3173516,40,39,79
317-3173519,44,45,89
317-3173520,57,63,120
317-3173524,43,48,91
317-3173527,43,49,92
317-3173528,51,68,119
317-3173529,49,42,91
317-3174001,0,0,0
317-3174002,0,0,0
317-3174027,61,54,115
317-3174032,0,0,0
317-3176057,0,0,0
317-3176062,0,0,0
317-3176076,0,0,0
317-3176077,0,0,0
317-3177004,1,3,4
317-3177007,7,25,32
317-3177009,2,5,7
318-3182000,16,14,30
318-3182003,20,10,30
318-3182004,25,28,53
318-3182005,28,22,50
318-3182006,27,32,59
318-3182007,42,48,90
318-3182008,34,54,88
318-3182011,60,56,116
318-3182013,25,24,49
318-3182015,15,18,33
318-3182017,0,0,0
318-3182018,19,41,60
318-3182019,10,20,30
318-3182020,29,30,59
318-3182021,38,71,109
318-3182023,41,46,87
318-3182025,0,0,0
318-3182028,43,45,88
318-3182029,28,34,62
318-3182032,42,48,90
318-3182035,39,33,72
318-3182036,41,49,90
318-3182037,33,28,61
318-3182039,8,15,23
318-3182040,45,45,90
318-3183303,14,17,31
318-3183304,25,34,59
318-3183309,12,20,32
318-3183310,21,10,31
318-3183312,42,42,84
318-3183315,27,32,59
318-3183316,46,45,91
318-3183317,44,46,90
318-3183319,30,30,60
318-3183320,16,17,33
318-3183321,41,47,88
318-3183322,15,16,31
318-3183324,11,37,48
318-3183326,32,28,60
318-3183327,28,32,60
318-3187000,3,2,5
318-3187007,4,2,6
319-3191100,0,1,1
319-3191102,0,0,0
319-3192000,85,104,189
319-3192001,44,45,89
319-3192002,27,28,55
319-3192003,67,85,152
319-3192004,48,41,89
319-3192008,15,19,34
319-3192009,27,34,61
319-3192011,59,61,120
319-3192012,33,27,60
319-3192013,53,50,103
319-3192015,30,26,56
319-3192016,46,41,87
319-3192019,29,30,59
319-3192022,28,31,59
319-3192023,38,52,90
319-3192026,29,31,60
319-3192027,30,30,60
319-3192038,47,41,88
319-3192041,40,50,90
319-3192042,15,15,30
319-3192043,13,22,35
319-3192045,27,33,60
319-3192046,26,31,57
319-3192048,28,28,56
319-3192049,41,48,89
319-3193301,34,26,60
319-3193303,49,41,90
319-3193304,35,29,64
319-3193500,37,26,63
319-3193501,45,45,90
319-3193503,50,46,96
319-3195200,30,30,60
319-3195201,50,40,90
319-3196062,0,0,0
319-3196073,0,0,0
319-3197001,5,7,12
319-3197002,4,8,12
319-3197005,0,4,4
319-3197006,2,5,7
320-3201105,0,2,2
320-3202001,45,45,90
320-3202005,38,51,89
320-3202006,35,28,63
320-3202007,26,34,60
320-3202015,62,57,119
320-3202017,42,45,87
320-3202018,75,84,159
320-3202019,9,13,22
320-3202023,55,62,117
320-3202029,27,30,57
320-3202030,35,52,87
320-3202031,28,32,60
320-3202033,86,63,149
320-3202034,36,44,80
320-3202035,26,28,54
320-3202036,42,37,79
320-3202037,30,30,60
320-3202038,0,0,0
320-3202039,34,24,58
320-3202040,37,23,60
320-3202045,27,33,60
320-3202049,31,26,57
320-3202050,45,64,109
320-3202055,15,14,29
320-3202061,17,10,27
320-3202062,14,16,30
320-3202064,55,63,118
320-3202066,30,32,62
320-3202067,11,17,28
320-3202069,31,25,56
320-3202072,34,34,68
320-3202074,71,61,132
320-3202075,14,16,30
320-3202076,30,26,56
320-3202078,35,25,60
320-3202079,17,13,30
320-3202081,31,23,54
320-3202082,30,30,60
320-3202083,13,16,29
320-3202084,28,26,54
320-3203001,36,25,61
320-3203300,16,16,32
320-3203301,33,20,53
320-3203304,15,28,43
320-3203307,50,38,88
320-3203308,57,60,117
320-3203310,55,51,106
320-3203311,35,26,61
320-3204000,61,54,115
320-3204062,27,33,60
320-3205200,28,33,61
320-3205950,7,19,26
320-3206061,0,0,0
320-3207002,2,6,8
320-3207003,1,3,4
320-3207011,0,0,0
330-3301100,3,13,16
330-3302003,61,35,96
330-3302004,22,25,47
330-3302005,53,42,95
330-3302008,28,32,60
330-3302010,56,32,88
330-3302011,43,47,90
330-3302014,32,28,60
330-3302015,29,30,59
330-3302016,48,42,90
330-3302018,21,30,51
330-3302019,35,25,60
330-3302020,28,33,61
330-3302021,26,35,61
330-3302024,25,31,56
330-3302026,23,28,51
330-3302030,67,51,118
330-3302032,28,32,60
330-3302034,24,33,57
330-3302036,32,28,60
330-3302037,34,26,60
330-3302038,66,58,124
330-3302039,27,35,62
330-3302040,28,34,62
330-3302047,33,27,60
330-3302048,19,11,30
330-3302052,24,27,51
330-3302053,51,69,120
330-3302055,22,34,56
330-3302056,30,28,58
330-3302057,36,25,61
330-3302058,18,17,35
330-3302059,18,12,30
330-3302060,14,15,29
330-3302061,14,13,27
330-3302062,49,46,95
330-3302063,42,48,90
330-3302064,26,36,62
330-3302065,43,47,90
330-3302067,30,30,60
330-3302068,19,23,42
330-3302070,45,45,90
330-3302071,16,14,30
330-3302072,49,43,92
330-3302073,30,28,58
330-3302075,30,30,60
330-3302078,27,18,45
330-3302079,25,34,59
330-3302080,27,26,53
330-3302081,31,30,61
330-3302082,29,32,61
330-3302085,45,45,90
330-3302086,65,55,120
330-3302087,27,32,59
330-3302091,11,19,30
330-3302092,48,72,120
330-3302096,36,48,84
330-3302097,19,11,30
330-3302098,12,16,28
330-3302099,13,16,29
330-3302100,18,8,26
330-3302103,34,26,60
330-3302104,17,13,30
330-3302105,34,26,60
330-3302107,45,42,87
330-3302108,50,69,119
330-3302109,30,29,59
330-3302110,25,35,60
330-3302111,14,16,30
330-3302115,13,17,30
330-3302117,17,13,30
330-3302118,30,30,60
330-3302119,29,31,60
330-3302120,17,15,32
330-3302121,7,21,28
330-3302122,37,51,88
330-3302126,12,17,29
330-3302127,31,30,61
330-3302128,40,51,91
330-3302133,28,32,60
330-3302134,31,29,60
330-3302136,28,32,60
330-3302138,44,43,87
330-3302140,22,28,50
330-3302141,11,18,29
330-3302142,27,30,57
330-3302144,49,40,89
330-3302145,35,25,60
330-3302146,49,41,90
330-3302149,32,29,61
330-3302150,38,47,85
330-3302152,19,12,31
330-3302153,30,27,57
330-3302154,16,10,26
330-3302155,28,30,58
330-3302157,24,35,59
330-3302158,14,17,31
330-3302159,17,14,31
330-3302160,47,31,78
330-3302162,23,36,59
330-3302165,60,65,125
330-3302167,0,0,0
330-3302169,24,37,61
330-3302170,28,29,57
330-3302171,27,27,54
330-3302175,27,33,60
330-3302176,48,49,97
330-3302178,13,17,30
330-3302179,89,91,180
330-3302180,30,32,62
330-3302182,79,70,149
