ID,Girls_max,Boys_max,Total
865-8653316,7,7,14
865-8653318,4,9,13
865-8653319,10,14,24
865-8653330,17,15,32
865-8653344,20,22,42
865-8653352,4,9,13
865-8653355,9,9,18
865-8653362,17,11,28
865-8653366,5,4,9
865-8653372,13,15,28
865-8653381,6,6,12
865-8653383,17,12,29
865-8653387,13,14,27
865-8653388,10,7,17
865-8653396,3,7,10
865-8653401,14,18,32
865-8653402,8,11,19
865-8653405,12,9,21
865-8653406,7,12,19
865-8653407,16,10,26
865-8653412,15,18,33
865-8653418,11,12,23
865-8653425,17,13,30
865-8653430,29,19,48
865-8653435,3,9,12
865-8653437,15,12,27
865-8653448,14,16,30
865-8653449,21,9,30
865-8653450,8,5,13
865-8653453,4,4,8
865-8653454,2,8,10
865-8653456,11,17,28
865-8653457,1,5,6
865-8653459,3,1,4
865-8653460,15,13,28
865-8653461,5,5,10
865-8653462,26,31,57
865-8653464,18,9,27
865-8653465,11,7,18
865-8653466,16,24,40
865-8653467,6,9,15
865-8653468,25,34,59
865-8653469,8,7,15
865-8653470,9,10,19
865-8653471,7,21,28
865-8653472,18,23,41
865-8654002,0,0,0
865-8655200,37,22,59
865-8655201,16,11,27
865-8655204,15,11,26
865-8655205,13,10,23
865-8655206,13,14,27
865-8655207,12,12,24
865-8655208,24,18,42
865-8655209,21,20,41
865-8655212,9,12,21
865-8655213,15,14,29
865-8655214,19,12,31
865-8655215,16,24,40
865-8655216,7,5,12
865-8655218,41,48,89
865-8655222,17,16,33
865-8655224,10,13,23
865-8656005,0,0,0
865-8656024,0,0,0
865-8656037,0,0,0
865-8657000,0,0,0
865-8657008,1,10,11
865-8657009,1,4,5
865-8657010,1,3,4
866-8661100,0,0,0
866-8662000,37,23,60
866-8662001,11,15,26
866-8662002,40,49,89
866-8662003,26,22,48
866-8662004,23,16,39
866-8662005,26,18,44
866-8662006,23,31,54
866-8662008,30,27,57
866-8662009,17,25,42
866-8662011,9,18,27
866-8662012,23,26,49
866-8662013,16,8,24
866-8662014,6,7,13
866-8662015,34,45,79
866-8662018,36,22,58
866-8662026,9,7,16
866-8662050,13,27,40
866-8662051,27,24,51
866-8662092,39,49,88
866-8662103,47,43,90
866-8662123,26,31,57
866-8662133,19,12,31
866-8662147,22,35,57
866-8662151,22,24,46
866-8662156,37,45,82
866-8662161,10,9,19
866-8662164,14,15,29
866-8662166,22,14,36
866-8662167,13,16,29
866-8662204,25,30,55
866-8662209,22,20,42
866-8662210,26,34,60
866-8662211,26,35,61
866-8662212,33,36,69
866-8662214,29,30,59
866-8662219,7,21,28
866-8662229,50,38,88
866-8663000,36,32,68
866-8663001,28,13,41
866-8663009,5,3,8
866-8663165,9,5,14
866-8663175,16,13,29
866-8663426,36,24,60
866-8663439,14,16,30
866-8663455,31,24,55
866-8663460,27,33,60
866-8663461,26,34,60
866-8663462,45,48,93
866-8663463,32,28,60
866-8663464,14,32,46
866-8663465,29,26,55
866-8663466,26,32,58
866-8665211,0,0,0
866-8665220,22,26,48
866-8665221,15,11,26
866-8665222,32,22,54
866-8666905,45,46,91
866-8667000,0,9,9
866-8667006,0,0,0
866-8667011,1,9,10
866-8667013,5,10,15
867-8672000,27,30,57
867-8672001,33,26,59
867-8672057,14,16,30
867-8672059,48,52,100
867-8672065,11,19,30
867-8672099,15,13,28
867-8672113,12,18,30
867-8672126,28,34,62
867-8672138,43,39,82
867-8672154,18,12,30
867-8672165,31,27,58
867-8672228,22,25,47
867-8672236,45,37,82
867-8672250,30,29,59
867-8672251,47,46,93
867-8672254,52,31,83
867-8672813,23,36,59
867-8672814,35,32,67
867-8673023,8,22,30
867-8673038,17,12,29
867-8673047,24,21,45
867-8673054,24,36,60
867-8673062,11,15,26
867-8673076,29,31,60
867-8673313,16,18,34
867-8673333,11,19,30
867-8673344,12,17,29
867-8673357,22,33,55
867-8676004,0,0,0
867-8676006,0,0,0
867-8677032,3,9,12
868-8681103,0,0,0
868-8682000,0,0,0
868-8682072,45,50,95
868-8682074,16,16,32
868-8682077,29,32,61
868-8682092,6,13,19
868-8682107,14,14,28
868-8682108,43,47,90
868-8682109,17,13,30
868-8682123,10,19,29
868-8682159,31,29,60
868-8682186,31,29,60
868-8682202,33,23,56
868-8682247,16,13,29
868-8683010,4,9,13
868-8683012,23,31,54
868-8683021,12,13,25
868-8683022,20,11,31
868-8683028,14,14,28
868-8683033,18,16,34
868-8683050,16,14,30
868-8683059,39,38,77
868-8683322,9,23,32
868-8683323,17,13,30
868-8683324,13,10,23
868-8683334,19,20,39
868-8683335,12,18,30
868-8683337,26,35,61
868-8683350,11,16,27
868-8684003,0,0,0
868-8684063,0,0,0
868-8684083,0,0,0
868-8684704,0,0,0
868-8686017,0,0,0
868-8687000,0,0,0
868-8687009,3,10,13
868-8687206,0,0,0
869-8691111,1,1,2
869-8692000,12,17,29
869-8692001,13,17,30
869-8692050,3,4,7
869-8692063,18,11,29
869-8692064,5,9,14
869-8692066,3,7,10
869-8692068,13,14,27
869-8692069,33,29,62
869-8692070,7,8,15
869-8692079,19,23,42
869-8692083,47,38,85
869-8692090,38,39,77
869-8692110,25,35,60
869-8692111,25,31,56
869-8692119,15,15,30
869-8692125,26,32,58
869-8692128,19,13,32
869-8692133,21,21,42
869-8692140,52,38,90
869-8692174,9,20,29
869-8692180,20,10,30
869-8692231,43,38,81
869-8692240,35,36,71
869-8692246,31,33,64
869-8692249,11,19,30
869-8693004,5,14,19
869-8693006,9,6,15
869-8693007,3,2,5
869-8693013,4,4,8
869-8693014,12,7,19
869-8693015,16,12,28
869-8693016,1,2,3
869-8693018,13,13,26
869-8693020,14,15,29
869-8693024,3,7,10
869-8693026,1,7,8
869-8693029,10,13,23
869-8693030,13,14,27
869-8693036,6,12,18
869-8693039,7,5,12
869-8693040,1,4,5
869-8693042,26,22,48
869-8693044,5,8,13
869-8693045,24,20,44
869-8693049,9,6,15
869-8693306,20,25,45
869-8693310,8,9,17
869-8693311,6,5,11
869-8693314,4,8,12
869-8693316,29,36,65
869-8693321,6,6,12
869-8693325,2,12,14
869-8693331,3,7,10
869-8693332,6,5,11
869-8693358,8,9,17
869-8693359,23,35,58
869-8693360,25,24,49
869-8693361,18,27,45
869-8695206,16,14,30
869-8697005,4,2,6
869-8697007,2,6,8
869-8697028,3,13,16
870-8701112,0,1,1
870-8702000,45,44,89
870-8702002,8,13,21
870-8702003,32,30,62
870-8702004,23,22,45
870-8702005,18,12,30
870-8702006,27,28,55
870-8702007,50,39,89
870-8702011,26,26,52
870-8702012,27,30,57
870-8702015,0,0,0
870-8702016,16,14,30
870-8702017,12,10,22
870-8702018,16,13,29
870-8702019,43,44,87
870-8702020,26,29,55
870-8702021,30,28,58
870-8702024,30,28,58
870-8702025,7,18,25
870-8702026,26,34,60
870-8702027,41,46,87
870-8702028,13,11,24
870-8702029,26,34,60
870-8702031,19,22,41
870-8702034,28,41,69
870-8702036,23,34,57
870-8702226,42,45,87
870-8702233,18,11,29
870-8702234,31,28,59
870-8702253,19,26,45
870-8702254,12,16,28
870-8703300,30,30,60
870-8703301,23,22,45
870-8703302,15,11,26
870-8703304,32,28,60
870-8703305,22,34,56
870-8703360,13,12,25
870-8703361,40,49,89
870-8706003,0,0,0
870-8707000,0,3,3
870-8707001,3,7,10
870-8707036,0,5,5
871-8712000,56,53,109
871-8712001,31,40,71
871-8712002,47,42,89
871-8712003,16,13,29
871-8712004,18,20,38
871-8712005,59,59,118
871-8712006,35,52,87
871-8712007,45,43,88
871-8712008,0,0,0
871-8712009,59,61,120
871-8712252,47,43,90
871-8712255,48,39,87
871-8712256,95,107,202
871-8713070,38,48,86
871-8713353,43,42,85
871-8713363,25,35,60
871-8713364,45,39,84
871-8713365,65,54,119
871-8713366,32,27,59
871-8713367,48,45,93
871-8714005,0,0,0
871-8715200,62,86,148
871-8715201,70,54,124
871-8715202,31,31,62
871-8715204,48,49,97
871-8715207,15,7,22
871-8715208,66,53,119
871-8715209,37,55,92
871-8716000,0,0,0
871-8716001,0,0,0
871-8717030,0,7,7
871-8717035,4,5,9
872-8721108,1,0,1
872-8722000,11,7,18
872-8722001,0,0,0
872-8722002,14,11,25
872-8722003,0,0,0
872-8722006,28,29,57
872-8722062,41,21,62
872-8722067,21,29,50
872-8722088,13,13,26
872-8722089,9,13,22
872-8722100,23,12,35
872-8722105,36,24,60
872-8722106,34,26,60
872-8722116,25,20,45
872-8722130,17,42,59
872-8722146,31,29,60
872-8722148,29,33,62
872-8722149,26,25,51
872-8722161,28,29,57
872-8722163,17,13,30
872-8722167,20,23,43
872-8722184,27,32,59
872-8722227,30,30,60
872-8722235,23,37,60
872-8722237,40,52,92
872-8722238,21,39,60
872-8722245,18,26,44
872-8722246,13,16,29
872-8722247,31,28,59
872-8723037,8,11,19
872-8723041,48,41,89
872-8723048,7,7,14
872-8723055,49,47,96
872-8723056,21,20,41
872-8723061,24,21,45
872-8723312,30,39,69
872-8723315,10,6,16
872-8723319,6,13,19
872-8723320,13,17,30
872-8723330,12,10,22
872-8723341,14,30,44
872-8723368,25,32,57
872-8723370,27,33,60
872-8723371,24,36,60
872-8723372,20,19,39
872-8724505,10,15,25
872-8726003,0,0,0
872-8726231,0,0,0
872-8727000,0,1,1
872-8727006,0,1,1
872-8727029,4,9,13
873-8731105,0,0,0
873-8731109,0,0,0
873-8732000,18,12,30
873-8732001,45,38,83
873-8732002,20,19,39
873-8732004,13,18,31
873-8732005,10,18,28
873-8732006,47,42,89
873-8732007,15,16,31
873-8732008,20,13,33
873-8732009,11,11,22
873-8732010,8,7,15
873-8732011,4,9,13
873-8732012,10,4,14
873-8732013,7,9,16
873-8732015,20,19,39
873-8732016,13,8,21
873-8732018,9,10,19
873-8732019,25,37,62
873-8732020,30,33,63
873-8732021,9,6,15
873-8732023,7,4,11
873-8732024,0,0,0
873-8732025,26,16,42
873-8732026,30,30,60
873-8732027,31,24,55
873-8732028,21,24,45
873-8732029,6,14,20
873-8732030,4,5,9
873-8732031,23,18,41
873-8732032,35,26,61
873-8732033,24,18,42
873-8732034,15,15,30
873-8732036,4,5,9
873-8732037,2,4,6
873-8732038,11,14,25
873-8732040,12,8,20
873-8732041,18,11,29
873-8732042,7,4,11
873-8732045,31,25,56
873-8732046,21,34,55
873-8732048,21,24,45
873-8732049,45,40,85
873-8732050,11,13,24
873-8732051,0,0,0
873-8732052,12,17,29
873-8732053,7,8,15
873-8732054,19,25,44
873-8732057,20,10,30
873-8732058,20,15,35
873-8732059,16,13,29
873-8732060,10,7,17
873-8732064,8,7,15
873-8732065,15,10,25
873-8732066,15,18,33
873-8732068,10,7,17
873-8732069,8,8,16
873-8732070,26,20,46
873-8732072,15,15,30
873-8732074,33,34,67
873-8732075,14,9,23
873-8732076,29,22,51
873-8732079,45,47,92
873-8732082,15,15,30
873-8732083,8,7,15
873-8732084,11,9,20
873-8732087,35,51,86
873-8732088,6,5,11
873-8732092,14,16,30
873-8732094,22,28,50
873-8732107,33,27,60
873-8732109,15,17,32
873-8732115,30,33,63
873-8732118,29,31,60
873-8732119,24,22,46
873-8732121,32,27,59
873-8732123,17,25,42
873-8732200,23,23,46
873-8732202,16,12,28
873-8732204,36,27,63
873-8732205,6,5,11
873-8732206,31,28,59
873-8732208,16,18,34
873-8732209,31,30,61
873-8732210,11,4,15
873-8732211,15,20,35
873-8732212,13,14,27
873-8732214,7,8,15
873-8732217,18,7,25
873-8732218,34,29,63
873-8732220,24,31,55
873-8732221,19,18,37
873-8732222,7,13,20
873-8732226,16,12,28
873-8732232,43,43,86
873-8732239,42,48,90
873-8732240,13,12,25
873-8732256,17,25,42
873-8732257,13,17,30
873-8732260,10,5,15
873-8732293,23,29,52
873-8732299,3,7,10
873-8732312,14,23,37
873-8732315,34,35,69
873-8732317,53,37,90
873-8732318,40,44,84
873-8732321,29,31,60
873-8732327,33,29,62
873-8732328,25,17,42
873-8732331,2,5,7
873-8732333,26,28,54
873-8732335,12,18,30
873-8732336,22,25,47
873-8732442,9,7,16
873-8732443,26,35,61
873-8732444,31,56,87
873-8732446,27,27,54
873-8732447,21,31,52
873-8732448,32,27,59
873-8732449,29,30,59
873-8732450,34,34,68
873-8732451,16,12,28
873-8732452,20,21,41
873-8732453,14,16,30
873-8732454,22,20,42
873-8733000,9,3,12
873-8733001,5,8,13
873-8733002,12,17,29
873-8733004,7,4,11
873-8733008,12,10,22
873-8733009,10,6,16
873-8733011,10,8,18
873-8733012,4,3,7
873-8733014,16,13,29
873-8733017,8,2,10
873-8733022,12,18,30
873-8733026,31,26,57
873-8733029,10,9,19
873-8733030,4,9,13
873-8733032,12,19,31
873-8733035,11,8,19
873-8733037,6,6,12
873-8733041,16,24,40
873-8733046,20,12,32
873-8733050,14,12,26
873-8733052,22,19,41
873-8733053,7,9,16
873-8733054,10,11,21
873-8733056,6,6,12
873-8733058,24,22,46
873-8733061,13,12,25
873-8733063,17,13,30
873-8733064,4,9,13
873-8733065,6,6,12
873-8733066,3,4,7
873-8733067,10,6,16
873-8733068,10,12,22
873-8733070,5,9,14
873-8733071,17,16,33
873-8733072,27,31,58
873-8733074,19,10,29
873-8733075,15,11,26
873-8733081,4,5,9
873-8733083,30,30,60
873-8733301,5,7,12
873-8733302,0,2,2
873-8733308,5,12,17
873-8733310,18,12,30
873-8733321,14,6,20
873-8733325,9,8,17
873-8733326,7,7,14
873-8733331,6,14,20
873-8733350,8,8,16
873-8733352,13,16,29
873-8733356,17,13,30
873-8733358,20,22,42
873-8733360,17,13,30
873-8733362,39,58,97
873-8733366,24,16,40
873-8733367,13,13,26
873-8733368,7,8,15
873-8733373,6,8,14
873-8733383,30,22,52
873-8733384,18,14,32
873-8733386,33,24,57
873-8733387,29,31,60
873-8733389,37,23,60
873-8733390,15,13,28
873-8733392,30,29,59
873-8733885,34,41,75
873-8733942,27,33,60
873-8733943,21,23,44
873-8733945,42,40,82
873-8733946,30,30,60
873-8734001,0,0,0
873-8735200,8,13,21
873-8735201,23,35,58
873-8735204,63,57,120
873-8735205,26,31,57
873-8736015,0,0,0
873-8736034,0,0,0
873-8736048,0,0,0
873-8737001,0,7,7
873-8737004,1,3,4
873-8737007,0,7,7
873-8737018,2,7,9
873-8737021,4,8,12
873-8737023,2,3,5
873-8737025,5,3,8
873-8737026,3,8,11
874-8740611,0,0,0
874-8741101,0,1,1
874-8742000,27,30,57
874-8742001,17,14,31
874-8742002,27,30,57
874-8742003,11,12,23
874-8742004,25,32,57
874-8742005,23,25,48
874-8742006,35,53,88
874-8742007,26,24,50
874-8742008,38,42,80
874-8742009,28,32,60
874-8742010,20,17,37
874-8742011,33,22,55
874-8742215,31,29,60
874-8742223,37,52,89
874-8742225,25,32,57
874-8742233,13,3,16
874-8742234,13,18,31
874-8742244,17,14,31
874-8742251,14,16,30
874-8742279,28,30,58
874-8742288,19,11,30
874-8742295,10,20,30
874-8742296,29,25,54
874-8742297,30,32,62
874-8742307,27,30,57
874-8742313,14,15,29
874-8742316,17,21,38
874-8742324,26,16,42
874-8742325,40,51,91
874-8742330,16,14,30
874-8742445,27,34,61
874-8742449,43,33,76
874-8742451,35,25,60
874-8742453,16,14,30
874-8742455,35,24,59
874-8742456,40,50,90
874-8742457,25,20,45
874-8742458,37,52,89
874-8743076,26,31,57
874-8743077,6,17,23
874-8743078,13,14,27
874-8743079,35,24,59
874-8743080,11,13,24
874-8743374,16,14,30
874-8743376,32,27,59
874-8743377,29,30,59
874-8743378,29,30,59
874-8743379,15,14,29
874-8743380,24,30,54
874-8743382,46,44,90
874-8743384,56,64,120
874-8743385,45,42,87
874-8743386,15,15,30
874-8744082,33,25,58
874-8745205,28,32,60
874-8745404,8,7,15
874-8747000,2,10,12
874-8747020,0,14,14
874-8747024,5,10,15
874-8747025,0,0,0
876-8762000,9,7,16
876-8762001,10,4,14
876-8762002,5,7,12
876-8762003,15,11,26
876-8762104,12,19,31
876-8762107,13,10,23
876-8762109,8,8,16
876-8762118,14,12,26
876-8762281,11,14,25
876-8762283,11,9,20
876-8762295,12,15,27
876-8762297,6,13,19
876-8762325,15,16,31
876-8762376,9,14,23
876-8762381,12,9,21
876-8762382,3,13,16
876-8762383,11,11,22
876-8762387,10,8,18
876-8762406,21,39,60
876-8762415,19,13,32
876-8762425,40,35,75
876-8762428,30,22,52
876-8762689,12,10,22
876-8762700,13,5,18
876-8762711,17,15,32
876-8762712,12,19,31
876-8762723,16,11,27
876-8762725,20,20,40
876-8762726,16,8,24
876-8762727,22,20,42
876-8763050,5,6,11
876-8763175,14,13,27
876-8763176,11,12,23
876-8763177,23,33,56
876-8763179,14,15,29
876-8763502,3,6,9
876-8763506,11,14,25
876-8763509,8,12,20
876-8763510,17,12,29
876-8763511,6,7,13
876-8763614,47,30,77
876-8763632,9,11,20
876-8763637,17,12,29
876-8763640,23,21,44
876-8763648,26,31,57
876-8763649,13,16,29
876-8763650,18,11,29
876-8763651,14,14,28
876-8764104,33,30,63
876-8767200,2,1,3
876-8767206,3,5,8
877-8771104,0,0,0
877-8772005,13,13,26
877-8772013,12,20,32
877-8772015,18,13,31
877-8772016,10,17,27
877-8772103,13,16,29
877-8772112,25,27,52
877-8772116,25,15,40
877-8772125,12,18,30
877-8772126,20,40,60
877-8772300,46,45,91
877-8772313,27,34,61
877-8772317,17,13,30
877-8772335,15,16,31
877-8772400,20,10,30
877-8772401,11,21,32
877-8772402,16,15,31
877-8772403,17,26,43
877-8772405,17,17,34
877-8772416,12,18,30
877-8772420,13,15,28
877-8772421,32,29,61
877-8772423,14,15,29
877-8772426,13,15,28
877-8772433,12,19,31
877-8772677,18,24,42
877-8772685,34,26,60
877-8772687,21,22,43
877-8772697,19,32,51
877-8772717,32,41,73
877-8772722,15,13,28
877-8772728,44,50,94
877-8772729,10,11,21
877-8772730,14,17,31
877-8772731,19,19,38
877-8772732,10,17,27
877-8773302,29,24,53
877-8773304,33,27,60
877-8773308,15,15,30
877-8773310,15,13,28
877-8773313,14,16,30
877-8773316,16,10,26
877-8773400,14,11,25
877-8773401,11,15,26
877-8773402,12,18,30
877-8773404,13,12,25
877-8773409,9,13,22
877-8773410,18,10,28
877-8773505,27,33,60
877-8773508,12,19,31
877-8773512,22,9,31
877-8773600,6,10,16
877-8773601,21,24,45
877-8773602,12,7,19
877-8773603,12,17,29
877-8773609,16,14,30
877-8773610,6,18,24
877-8773611,12,18,30
877-8773612,17,14,31
877-8773613,17,14,31
877-8773622,30,14,44
877-8773627,17,19,36
877-8773629,20,14,34
877-8773638,24,22,46
877-8773639,14,17,31
877-8773642,24,36,60
877-8773643,15,15,30
877-8773794,31,27,58
877-8777001,1,6,7
877-8777002,1,4,5
877-8777100,0,0,0
877-8777103,0,1,1
878-8780611,0,0,0
878-8781110,0,0,0
878-8781111,1,3,4
878-8781112,1,3,4
878-8781113,0,1,1
878-8782000,12,14,26
878-8782001,18,27,45
878-8782002,6,10,16
878-8782003,18,12,30
878-8782004,27,37,64
878-8782005,23,25,48
878-8782006,2,6,8
878-8782007,3,6,9
878-8782008,1,1,2
878-8782009,9,18,27
878-8782010,17,15,32
878-8782011,15,15,30
878-8782012,23,31,54
878-8782013,40,50,90
878-8782015,13,6,19
878-8782017,28,32,60
878-8782021,10,5,15
878-8782022,37,39,76
878-8782025,23,25,48
878-8782027,41,46,87
878-8782028,28,23,51
878-8782029,13,13,26
878-8782030,32,28,60
878-8782031,26,27,53
878-8782032,12,17,29
878-8782034,44,46,90
878-8782036,7,15,22
878-8782040,34,44,78
878-8782042,28,39,67
878-8782043,16,14,30
878-8782044,19,25,44
878-8782045,29,30,59
878-8782046,0,0,0
878-8782047,12,17,29
878-8782048,27,30,57
878-8782049,27,29,56
878-8782050,6,8,14
878-8782051,32,26,58
878-8782052,1,3,4
878-8782053,0,2,2
878-8782054,14,14,28
878-8782055,7,6,13
878-8782056,34,26,60
878-8782057,23,17,40
878-8782058,12,18,30
878-8782059,9,12,21
878-8782060,39,25,64
878-8782061,22,15,37
878-8782062,7,6,13
878-8782064,25,20,45
878-8782065,0,0,0
878-8782067,0,0,0
878-8782072,19,13,32
878-8782073,10,6,16
878-8782074,14,11,25
878-8782075,26,34,60
878-8782076,3,2,5
878-8782079,17,23,40
878-8782084,21,28,49
878-8782085,30,30,60
878-8782087,7,8,15
878-8782088,2,2,4
878-8782089,1,1,2
878-8782090,12,18,30
878-8782200,19,11,30
878-8782201,2,1,3
878-8782204,12,11,23
878-8782206,5,9,14
878-8782207,23,30,53
878-8782209,40,45,85
878-8782210,4,4,8
878-8782211,8,10,18
878-8782212,1,1,2
878-8782213,11,11,22
878-8782214,8,9,17
878-8782215,18,27,45
878-8782216,27,24,51
878-8782218,1,3,4
878-8782219,9,11,20
878-8782220,6,7,13
878-8782222,11,18,29
878-8782223,2,5,7
878-8782224,5,4,9
878-8782225,3,5,8
878-8782226,26,27,53
878-8782228,4,8,12
878-8782229,10,6,16
878-8782230,5,3,8
878-8782231,4,9,13
878-8782233,7,12,19
878-8782234,5,2,7
878-8782235,2,3,5
878-8782236,14,15,29
878-8782237,4,9,13
878-8782238,12,7,19
878-8782239,12,4,16
878-8782240,8,7,15
878-8782241,1,2,3
878-8782242,11,3,14
878-8782243,5,4,9
878-8782244,3,5,8
878-8782245,12,20,32
878-8782246,27,29,56
878-8782248,2,1,3
878-8782249,11,4,15
878-8782252,16,15,31
878-8782253,17,15,32
878-8782254,7,16,23
878-8782255,5,1,6
878-8782256,18,15,33
878-8782257,16,18,34
878-8782258,37,28,65
878-8782260,4,5,9
878-8782400,10,5,15
878-8782401,18,12,30
878-8782402,12,20,32
878-8782403,8,8,16
878-8782404,25,16,41
878-8782408,5,7,12
878-8782409,10,22,32
878-8782410,10,3,13
878-8782411,6,7,13
878-8782416,8,9,17
878-8782417,1,4,5
878-8782418,7,3,10
878-8782419,9,5,14
878-8782420,19,33,52
878-8782421,5,1,6
878-8782423,14,16,30
878-8782424,8,5,13
878-8782425,32,25,57
878-8782427,1,9,10
878-8782428,6,8,14
878-8782430,13,13,26
878-8782431,29,28,57
878-8782432,22,20,42
878-8782440,14,17,31
878-8782441,14,13,27
878-8782442,10,15,25
878-8782443,7,14,21
878-8782444,7,9,16
878-8782445,8,9,17
878-8782446,10,21,31
878-8782448,30,32,62
878-8782461,16,18,34
878-8782463,5,7,12
878-8782472,27,35,62
878-8782474,34,28,62
878-8782476,23,27,50
878-8782600,6,13,19
878-8782601,5,2,7
878-8782602,4,5,9
878-8782603,13,14,27
878-8782604,5,6,11
878-8782605,13,15,28
878-8782607,3,1,4
878-8782608,14,17,31
878-8782609,6,11,17
878-8782610,14,24,38
878-8782612,4,9,13
878-8782613,0,2,2
878-8782614,5,6,11
878-8782615,14,16,30
878-8782616,38,52,90
878-8782617,5,4,9
878-8782618,2,6,8
878-8782619,18,10,28
878-8782622,6,2,8
878-8782623,27,30,57
878-8782624,14,16,30
878-8782625,15,16,31
878-8782626,12,15,27
878-8782709,21,27,48
878-8782710,2,5,7
878-8782715,12,14,26
878-8782716,17,23,40
878-8782717,8,6,14
878-8782718,1,4,5
878-8782719,18,12,30
878-8782720,18,26,44
878-8782721,21,28,49
878-8782722,17,9,26
878-8782723,20,24,44
878-8782724,33,26,59
878-8782727,21,18,39
878-8783001,9,2,11
878-8783002,4,4,8
878-8783003,3,1,4
878-8783004,5,3,8
878-8783005,21,26,47
878-8783008,10,7,17
878-8783011,51,40,91
878-8783012,4,0,4
878-8783013,16,15,31
878-8783014,13,10,23
878-8783015,7,3,10
878-8783016,3,5,8
878-8783017,4,7,11
878-8783019,6,7,13
878-8783020,11,1,12
878-8783022,6,9,15
878-8783023,9,8,17
878-8783024,7,9,16
878-8783025,4,9,13
878-8783026,7,4,11
878-8783028,9,19,28
878-8783053,7,6,13
878-8783056,2,3,5
878-8783057,6,7,13
878-8783059,7,6,13
878-8783060,14,11,25
878-8783061,31,45,76
878-8783062,8,4,12
878-8783063,16,20,36
878-8783064,4,7,11
878-8783065,62,62,124
878-8783066,6,0,6
878-8783068,4,2,6
878-8783069,26,34,60
878-8783070,22,22,44
878-8783100,6,8,14
878-8783101,1,7,8
878-8783102,16,26,42
878-8783104,9,5,14
878-8783105,32,26,58
878-8783106,7,6,13
878-8783107,23,18,41
878-8783108,6,6,12
878-8783110,9,3,12
878-8783111,9,3,12
878-8783112,27,28,55
878-8783114,3,8,11
878-8783115,8,5,13
878-8783123,3,6,9
878-8783124,2,5,7
878-8783127,9,15,24
878-8783128,34,25,59
878-8783151,9,9,18
878-8783152,5,3,8
878-8783153,6,6,12
878-8783154,2,2,4
878-8783155,8,3,11
878-8783156,14,13,27
878-8783157,1,4,5
878-8783165,10,13,23
878-8783300,8,1,9
878-8783301,6,8,14
878-8783303,10,11,21
878-8783304,22,23,45
878-8783305,6,11,17
878-8783306,11,10,21
878-8783307,6,7,13
878-8783308,3,7,10
878-8783309,13,11,24
878-8783310,13,14,27
878-8783311,0,0,0
878-8783312,9,18,27
878-8783313,7,6,13
878-8783316,5,4,9
