ID,Girls_max,Boys_max,Total
891-8912310,48,43,91
891-8912315,24,29,53
891-8912316,32,31,63
891-8912352,13,18,31
891-8912353,18,11,29
891-8912361,14,17,31
891-8912362,15,29,44
891-8912395,8,14,22
891-8912406,14,10,24
891-8912414,12,12,24
891-8912416,38,23,61
891-8912417,18,13,31
891-8912436,12,21,33
891-8912440,25,22,47
891-8912444,22,15,37
891-8912464,13,18,31
891-8912466,38,36,74
891-8912471,24,21,45
891-8912490,31,31,62
891-8912532,13,14,27
891-8912560,36,23,59
891-8912565,37,26,63
891-8912571,29,30,59
891-8912574,40,45,85
891-8912585,29,32,61
891-8912590,41,50,91
891-8912611,33,27,60
891-8912614,5,5,10
891-8912616,22,35,57
891-8912634,27,31,58
891-8912673,4,1,5
891-8912674,44,46,90
891-8912678,34,23,57
891-8912679,7,6,13
891-8912685,17,14,31
891-8912693,42,42,84
891-8912699,36,19,55
891-8912704,13,9,22
891-8912705,7,9,16
891-8912718,18,12,30
891-8912723,17,14,31
891-8912731,29,22,51
891-8912732,13,14,27
891-8912734,8,9,17
891-8912737,25,22,47
891-8912741,5,3,8
891-8912742,9,7,16
891-8912745,7,7,14
891-8912748,9,18,27
891-8912751,1,3,4
891-8912768,14,15,29
891-8912769,6,9,15
891-8912770,14,16,30
891-8912772,9,8,17
891-8912775,5,7,12
891-8912779,3,2,5
891-8912781,6,4,10
891-8912784,10,19,29
891-8912787,12,7,19
891-8912788,17,13,30
891-8912790,2,4,6
891-8912793,3,1,4
891-8912796,9,15,24
891-8912801,32,20,52
891-8912806,14,9,23
891-8912812,33,36,69
891-8912813,2,3,5
891-8912821,15,12,27
891-8912826,8,16,24
891-8912829,10,8,18
891-8912844,5,5,10
891-8912850,3,4,7
891-8912853,10,4,14
891-8912858,11,17,28
891-8912860,17,25,42
891-8912865,28,30,58
891-8912876,7,12,19
891-8912900,12,9,21
891-8912901,35,24,59
891-8912910,10,20,30
891-8912911,18,20,38
891-8912912,15,29,44
891-8912913,25,32,57
891-8912916,21,24,45
891-8912918,23,22,45
891-8912919,28,32,60
891-8912921,35,41,76
891-8912923,17,25,42
891-8912924,7,8,15
891-8912926,23,21,44
891-8912927,14,16,30
891-8912928,40,35,75
891-8912930,16,12,28
891-8912931,23,21,44
891-8912933,33,37,70
891-8912934,25,22,47
891-8912937,23,25,48
891-8912940,11,11,22
891-8912941,15,14,29
891-8912942,22,18,40
891-8912946,11,19,30
891-8912947,29,31,60
891-8912948,18,26,44
891-8913004,16,14,30
891-8913008,33,12,45
891-8913018,15,16,31
891-8913021,9,6,15
891-8913032,17,12,29
891-8913040,19,8,27
891-8913055,32,28,60
891-8913061,9,6,15
891-8913065,12,9,21
891-8913072,8,4,12
891-8913073,19,12,31
891-8913076,2,4,6
891-8913081,25,34,59
891-8913084,2,7,9
891-8913087,11,3,14
891-8913088,5,10,15
891-8913089,20,20,40
891-8913097,13,15,28
891-8913104,5,12,17
891-8913112,3,12,15
891-8913113,10,6,16
891-8913117,6,1,7
891-8913118,6,9,15
891-8913119,5,2,7
891-8913126,54,36,90
891-8913133,56,50,106
891-8913143,14,15,29
891-8913145,10,12,22
891-8913287,7,1,8
891-8913290,29,31,60
891-8913292,28,41,69
891-8913293,28,27,55
891-8913294,15,11,26
891-8913295,6,12,18
891-8913297,38,22,60
891-8913298,16,15,31
891-8913310,17,13,30
891-8913331,8,21,29
891-8913350,8,5,13
891-8913352,16,13,29
891-8913370,7,20,27
891-8913390,6,10,16
891-8913494,8,6,14
891-8913496,10,20,30
891-8913511,0,0,0
891-8913514,8,6,14
891-8913530,11,9,20
891-8913534,8,7,15
891-8913539,5,9,14
891-8913546,5,8,13
891-8913548,6,6,12
891-8913550,6,9,15
891-8913552,20,10,30
891-8913566,14,16,30
891-8913568,7,10,17
891-8913586,6,6,12
891-8913592,5,5,10
891-8913606,18,10,28
891-8913690,10,19,29
891-8913696,29,28,57
891-8913710,17,16,33
891-8913730,20,15,35
891-8913763,19,15,34
891-8913764,3,9,12
891-8913765,24,37,61
891-8913766,19,15,34
891-8913767,14,18,32
891-8913768,15,15,30
891-8913769,30,34,64
891-8913770,11,19,30
891-8913771,16,13,29
891-8913772,28,28,56
891-8913775,30,28,58
891-8913776,31,29,60
891-8913777,17,18,35
891-8913779,25,34,59
891-8913780,13,12,25
891-8913781,10,15,25
891-8913782,23,19,42
891-8913783,19,21,40
891-8913784,27,22,49
891-8913788,31,28,59
891-8913789,22,27,49
891-8913790,36,40,76
891-8913791,31,29,60
891-8913792,32,28,60
891-8913793,22,19,41
891-8913795,24,18,42
891-8913796,28,18,46
891-8913797,12,18,30
891-8914002,16,28,44
891-8914669,2,4,6
891-8915950,1,5,6
891-8916008,0,0,0
891-8916017,0,0,0
891-8916023,0,0,0
891-8916036,0,0,0
891-8917001,0,8,8
891-8917009,1,2,3
891-8917012,0,0,0
891-8917018,1,1,2
891-8917019,1,3,4
891-8917021,1,3,4
891-8917022,0,1,1
891-8917023,3,3,6
891-8917032,0,8,8
891-8917041,1,4,5
892-8921109,0,0,0
892-8921111,0,7,7
892-8922002,43,47,90
892-8922003,25,24,49
892-8922004,30,28,58
892-8922005,16,13,29
892-8922006,38,51,89
892-8922007,37,36,73
892-8922008,17,22,39
892-8922009,12,18,30
892-8922010,22,35,57
892-8922011,25,35,60
892-8922012,26,29,55
892-8922013,45,40,85
892-8922014,33,39,72
892-8922016,61,58,119
892-8922017,13,17,30
892-8922018,19,32,51
892-8922019,12,18,30
892-8922045,10,20,30
892-8922056,32,27,59
892-8922057,11,18,29
892-8922061,33,49,82
892-8922074,13,16,29
892-8922077,12,16,28
892-8922079,14,15,29
892-8922080,29,30,59
892-8922081,44,67,111
892-8922082,14,15,29
892-8922088,15,15,30
892-8922090,30,30,60
892-8922095,24,40,64
892-8922097,8,21,29
892-8922099,16,14,30
892-8922110,44,51,95
892-8922117,35,25,60
892-8922118,28,42,70
892-8922128,15,10,25
892-8922151,33,27,60
892-8922152,26,34,60
892-8922153,19,40,59
892-8922155,33,26,59
892-8922157,18,27,45
892-8922158,16,13,29
892-8922163,27,33,60
892-8922170,29,31,60
892-8922183,35,26,61
892-8922190,16,11,27
892-8922360,18,12,30
892-8922894,28,33,61
892-8922897,13,14,27
892-8922898,16,15,31
892-8922906,30,22,52
892-8922907,21,20,41
892-8922929,50,39,89
892-8922935,18,29,47
892-8922939,13,15,28
892-8923000,17,24,41
892-8923311,13,16,29
892-8923312,23,21,44
892-8923313,13,18,31
892-8923316,17,14,31
892-8923317,27,33,60
892-8923318,11,20,31
892-8923319,20,12,32
892-8923320,20,11,31
892-8923321,19,12,31
892-8923323,30,28,58
892-8923324,12,16,28
892-8923326,32,28,60
892-8923327,16,14,30
892-8923328,17,11,28
892-8923329,36,24,60
892-8923330,29,31,60
892-8923331,18,12,30
892-8923332,30,27,57
892-8924615,0,0,0
892-8926009,0,0,0
892-8926012,0,0,0
892-8926013,0,0,0
892-8926907,58,60,118
892-8927026,0,4,4
892-8927033,1,6,7
892-8927035,2,13,15
892-8927040,0,4,4
892-8927041,0,1,1
892-8927042,5,2,7
893-8931100,0,1,1
893-8932000,7,5,12
893-8932001,18,11,29
893-8932003,4,1,5
893-8932005,7,11,18
893-8932006,13,12,25
893-8932007,6,3,9
893-8932008,8,5,13
893-8932009,0,0,0
893-8932010,0,0,0
893-8932029,18,9,27
893-8932032,10,5,15
893-8932034,6,6,12
893-8932035,9,7,16
893-8932036,9,16,25
893-8932044,29,23,52
893-8932046,13,7,20
893-8932052,13,15,28
893-8932054,10,12,22
893-8932055,15,13,28
893-8932072,11,13,24
893-8932075,3,4,7
893-8932077,46,42,88
893-8932084,24,35,59
893-8932088,11,15,26
893-8932090,34,58,92
893-8932092,45,45,90
893-8932099,6,6,12
893-8932101,2,9,11
893-8932103,5,9,14
893-8932110,6,8,14
893-8932113,4,6,10
893-8932117,13,14,27
893-8932120,13,18,31
893-8932122,43,42,85
893-8932139,14,14,28
893-8932146,33,17,50
893-8932149,31,36,67
893-8932157,13,17,30
893-8932159,10,18,28
893-8932164,17,16,33
893-8932178,28,25,53
893-8932179,11,18,29
893-8932180,23,24,47
893-8932194,18,19,37
893-8932195,20,31,51
893-8933001,2,4,6
893-8933003,10,18,28
893-8933010,5,7,12
893-8933012,8,13,21
893-8933015,7,4,11
893-8933018,9,13,22
893-8933022,5,1,6
893-8933024,17,15,32
893-8933026,4,6,10
893-8933027,4,8,12
893-8933030,8,7,15
893-8933031,9,5,14
893-8933041,1,7,8
893-8933044,1,7,8
893-8933046,7,4,11
893-8933057,0,3,3
893-8933058,5,7,12
893-8933068,7,9,16
893-8933070,8,4,12
893-8933074,15,15,30
893-8933077,7,9,16
893-8933079,5,5,10
893-8933081,1,2,3
893-8933083,12,10,22
893-8933084,3,5,8
893-8933087,15,18,33
893-8933089,10,12,22
893-8933090,6,7,13
893-8933093,4,0,4
893-8933094,7,10,17
893-8933097,4,11,15
893-8933100,21,22,43
893-8933103,29,30,59
893-8933104,22,22,44
893-8933108,11,3,14
893-8933112,7,9,16
893-8933113,4,8,12
893-8933115,8,9,17
893-8933116,31,32,63
893-8933117,17,3,20
893-8933119,4,5,9
893-8933120,48,40,88
893-8933122,4,7,11
893-8933123,3,1,4
893-8933126,4,9,13
893-8933127,4,3,7
893-8933133,15,20,35
893-8933134,11,14,25
893-8933135,8,11,19
893-8933155,10,15,25
893-8933156,12,16,28
893-8933159,6,3,9
893-8933160,9,12,21
893-8933301,11,7,18
893-8933303,7,4,11
893-8933305,7,12,19
893-8933307,5,2,7
893-8933311,8,6,14
893-8933312,4,4,8
893-8933313,1,6,7
893-8933316,11,9,20
893-8933321,7,8,15
893-8933322,1,0,1
893-8933329,10,22,32
893-8933330,16,12,28
893-8933350,18,15,33
893-8933353,6,13,19
893-8933354,15,8,23
893-8933360,8,3,11
893-8933361,7,7,14
893-8933363,11,18,29
893-8934002,16,12,28
893-8935202,13,12,25
893-8935203,20,16,36
893-8935204,21,35,56
893-8935205,18,18,36
893-8935206,16,27,43
893-8935207,3,6,9
893-8936012,0,0,0
893-8936096,0,0,0
893-8937006,0,2,2
893-8937016,7,16,23
894-8941100,0,0,0
894-8942000,4,0,4
894-8942002,14,14,28
894-8942034,27,35,62
894-8942038,7,13,20
894-8942051,11,10,21
894-8942061,29,32,61
894-8942062,14,17,31
894-8942112,13,28,41
894-8942128,10,3,13
894-8942153,19,18,37
894-8942158,27,28,55
894-8942168,20,20,40
894-8942172,17,20,37
894-8942174,25,23,48
894-8942175,16,21,37
894-8942176,16,14,30
894-8942181,22,35,57
894-8942190,32,28,60
894-8942191,15,15,30
894-8942195,24,32,56
894-8942200,30,22,52
894-8942201,30,29,59
894-8942202,30,25,55
894-8942203,31,29,60
894-8942204,31,29,60
894-8943035,25,31,56
894-8943039,11,17,28
894-8943082,38,47,85
894-8943091,4,9,13
894-8943109,13,8,21
894-8943129,40,31,71
894-8943152,25,31,56
894-8943154,33,37,70
894-8943157,26,36,62
894-8943315,16,17,33
894-8943352,8,18,26
894-8943356,14,18,32
894-8943357,17,11,28
894-8943358,18,22,40
894-8943359,11,15,26
894-8943361,32,26,58
894-8943362,29,29,58
894-8943363,24,32,56
894-8943364,32,38,70
894-8943365,22,34,56
894-8943366,31,49,80
894-8943367,10,20,30
894-8943368,33,32,65
894-8943369,31,26,57
894-8945203,20,27,47
894-8947001,7,22,29
894-8947017,4,7,11
894-8947018,0,3,3
895-8952000,14,12,26
895-8952001,32,27,59
895-8952002,8,3,11
895-8952003,4,6,10
895-8952004,12,16,28
895-8952011,17,16,33
895-8952129,23,8,31
895-8952131,11,6,17
895-8952133,36,24,60
895-8952137,29,32,61
895-8952138,22,24,46
895-8952139,11,23,34
895-8952141,27,33,60
895-8952142,17,12,29
895-8952143,11,15,26
895-8952145,8,7,15
895-8952151,23,30,53
895-8952152,22,23,45
895-8952154,14,17,31
895-8952156,32,28,60
895-8952157,14,19,33
895-8952159,12,14,26
895-8952161,15,14,29
895-8952162,17,27,44
895-8952163,19,12,31
895-8952165,28,35,63
895-8952166,21,26,47
895-8952167,3,10,13
895-8952168,13,15,28
895-8952169,9,14,23
895-8952170,7,13,20
895-8952171,26,27,53
895-8952173,16,13,29
895-8952174,14,15,29
895-8952175,14,15,29
895-8952176,15,23,38
895-8952201,14,15,29
895-8952205,38,22,60
895-8952206,32,29,61
895-8952211,30,30,60
895-8952214,0,10,10
895-8952216,24,19,43
895-8952220,10,8,18
895-8952222,17,20,37
895-8952223,18,14,32
895-8952225,8,2,10
895-8952227,9,21,30
895-8952228,22,19,41
895-8952229,16,15,31
895-8952256,10,11,21
895-8952258,15,16,31
895-8952291,30,29,59
895-8952328,8,21,29
895-8952332,12,15,27
895-8952340,15,14,29
895-8952344,9,8,17
895-8952349,16,10,26
895-8952356,13,19,32
895-8952367,11,18,29
895-8952377,17,13,30
895-8952378,12,17,29
895-8952664,9,11,20
895-8952693,23,21,44
895-8952698,19,13,32
895-8952699,37,33,70
895-8952702,17,19,36
895-8952705,9,9,18
895-8952710,31,28,59
895-8952715,31,28,59
895-8952716,11,7,18
895-8952720,12,17,29
895-8952728,24,24,48
895-8952731,27,31,58
895-8953108,6,7,13
895-8953113,14,16,30
895-8953114,4,2,6
895-8953115,6,3,9
895-8953120,11,5,16
895-8953121,24,22,46
895-8953122,10,11,21
895-8953124,24,25,49
895-8953139,14,13,27
895-8953140,7,4,11
895-8953141,16,14,30
895-8953142,14,10,24
895-8953147,10,21,31
895-8953157,11,12,23
895-8953169,5,14,19
895-8953513,13,17,30
895-8953516,4,10,14
895-8953518,19,23,42
895-8953520,2,7,9
895-8953521,7,6,13
895-8953524,15,11,26
895-8953525,24,30,54
895-8953526,21,19,40
895-8953527,11,21,32
895-8953529,8,10,18
895-8953530,13,11,24
895-8953531,11,13,24
895-8953536,9,19,28
895-8953537,15,18,33
895-8953541,32,45,77
895-8953543,4,10,14
895-8953544,8,12,20
895-8953545,3,3,6
895-8953546,12,17,29
895-8953547,16,16,32
895-8953559,12,17,29
895-8953562,11,17,28
895-8953566,11,8,19
895-8953805,29,28,57
895-8953808,28,27,55
895-8953810,30,30,60
895-8953811,32,29,61
895-8953812,35,25,60
895-8953814,28,25,53
895-8953816,27,30,57
895-8953818,19,31,50
895-8953821,23,20,43
895-8955200,6,6,12
895-8955201,8,15,23
895-8955203,3,1,4
895-8955205,7,13,20
895-8957001,0,5,5
895-8957101,0,0,0
895-8957111,2,9,11
895-8957112,0,1,1
895-8957209,0,1,1
896-8961100,0,0,0
896-8962000,13,12,25
896-8962001,20,33,53
896-8962002,9,13,22
896-8962004,11,15,26
896-8962005,7,8,15
896-8962012,19,26,45
896-8962013,7,9,16
896-8962014,21,22,43
896-8962055,17,39,56
896-8962065,9,18,27
896-8962066,10,19,29
896-8962100,15,14,29
896-8962108,6,5,11
896-8962111,8,8,16
896-8962113,2,5,7
896-8962115,5,7,12
896-8962119,3,8,11
896-8962123,19,13,32
896-8962178,7,11,18
896-8962179,8,9,17
896-8962181,12,19,31
896-8962182,7,12,19
896-8962183,9,21,30
896-8962186,21,23,44
896-8962187,16,17,33
896-8962189,6,4,10
896-8962190,6,9,15
896-8962191,26,30,56
896-8962196,18,20,38
896-8962233,13,13,26
896-8962234,23,8,31
896-8962235,9,23,32
896-8962237,18,24,42
896-8962239,8,7,15
896-8962240,27,22,49
896-8962242,16,15,31
896-8962247,15,13,28
896-8962260,9,17,26
896-8962268,18,11,29
896-8962269,17,13,30
896-8962272,15,17,32
896-8962273,14,18,32
896-8962274,16,13,29
896-8962275,7,11,18
896-8962276,14,19,33
896-8962279,10,13,23
896-8962282,9,9,18
896-8962288,30,31,61
896-8962292,11,19,30
896-8962298,17,8,25
896-8962301,13,9,22
896-8962307,14,12,26
896-8962311,11,17,28
896-8962316,12,16,28
896-8962329,28,21,49
896-8962334,20,11,31
896-8962339,12,11,23
896-8962350,21,22,43
896-8962357,12,16,28
896-8962678,18,14,32
896-8962688,20,17,37
896-8962695,13,19,32
896-8962701,22,35,57
896-8962708,13,14,27
896-8962709,11,12,23
896-8962713,16,14,30
896-8962718,25,37,62
896-8962719,23,8,31
896-8962721,14,15,29
896-8962725,19,13,32
896-8962727,12,20,32
896-8962729,11,20,31
896-8962730,32,27,59
896-8962732,17,14,31
896-8963101,14,17,31
896-8963103,16,12,28
896-8963104,8,3,11
896-8963105,4,7,11
896-8963128,15,9,24
896-8963132,15,17,32
896-8963133,3,9,12
896-8963134,16,12,28
896-8963135,11,8,19
896-8963149,4,1,5
896-8963150,6,4,10
896-8963151,11,5,16
896-8963152,15,15,30
896-8963155,8,2,10
896-8963162,4,6,10
896-8963163,7,7,14
896-8963164,24,22,46
896-8963165,6,2,8
896-8963166,11,4,15
896-8963167,7,8,15
896-8963168,3,5,8
896-8963171,16,12,28
896-8963172,19,38,57
896-8963180,27,31,58
896-8963415,8,10,18
896-8963500,4,3,7
896-8963501,13,9,22
896-8963507,3,5,8
896-8963532,3,10,13
896-8963533,14,14,28
896-8963534,8,12,20
896-8963538,15,15,30
896-8963550,10,5,15
896-8963551,6,11,17
896-8963552,11,9,20
896-8963556,14,16,30
896-8963558,15,14,29
896-8963633,14,14,28
896-8963641,23,24,47
896-8963643,24,20,44
896-8963645,26,21,47
896-8963646,13,16,29
896-8963647,8,14,22
896-8963800,20,18,38
896-8963802,25,20,45
896-8963803,20,24,44
896-8963804,10,17,27
896-8963807,28,31,59
896-8963813,32,39,71
896-8963815,33,29,62
896-8963817,16,8,24
896-8963820,10,18,28
896-8963822,20,30,50
896-8965202,20,18,38
896-8965204,5,2,7
896-8965205,21,25,46
896-8967000,1,6,7
896-8967105,0,1,1
896-8967109,3,4,7
896-8967110,2,9,11
896-8967115,1,7,8
896-8967118,6,5,11
896-8967120,2,7,9
896-8967208,0,0,0
908-9081100,0,0,0
908-9081101,0,0,0
908-9081102,0,2,2
908-9081103,0,0,0
908-9081104,1,1,2
908-9081108,0,0,0
908-9082000,10,20,30
908-9082001,12,22,34
908-9082002,25,28,53
908-9082003,2,7,9
908-9082004,12,8,20
908-9082006,11,11,22
908-9082008,9,5,14
908-9082009,37,25,62
908-9082010,8,15,23
908-9082012,12,14,26
908-9082015,19,17,36
908-9082016,31,29,60
908-9082017,18,17,35
908-9082018,30,30,60
908-9082019,3,9,12
908-9082020,16,12,28
908-9082021,8,18,26
908-9082022,5,5,10
908-9082024,9,7,16
908-9082025,3,3,6
908-9082026,6,4,10
908-9082027,3,4,7
908-9082028,9,4,13
908-9082029,22,19,41
908-9082031,17,12,29
908-9082032,15,19,34
908-9082034,8,10,18
908-9082035,15,8,23
908-9082036,30,28,58
908-9082037,6,3,9
908-9082038,15,7,22
908-9082039,10,5,15
908-9082041,21,17,38
908-9082042,8,11,19
908-9082043,20,19,39
908-9082100,6,7,13
908-9082103,4,10,14
908-9082104,3,4,7
908-9082109,3,7,10
908-9082112,6,13,19
908-9082113,3,2,5
908-9082114,5,5,10
908-9082115,14,11,25
908-9082116,5,14,19
908-9082119,11,6,17
908-9082120,0,3,3
908-9082121,1,3,4
908-9082123,0,0,0
908-9082124,8,2,10
908-9082125,7,3,10
908-9082126,5,5,10
908-9082128,6,3,9
908-9082132,14,9,23
908-9082133,37,23,60
908-9082134,16,13,29
908-9082208,3,9,12
908-9082209,18,12,30
908-9082213,5,6,11
908-9082215,11,9,20
908-9082219,15,11,26
908-9082221,19,9,28
908-9082222,55,38,93
908-9082224,13,12,25
908-9082226,4,6,10
908-9082227,10,6,16
908-9082228,10,17,27
908-9082229,23,19,42
908-9082230,24,24,48
908-9082231,3,7,10
908-9082232,10,10,20
908-9082233,16,13,29
908-9082234,34,26,60
908-9082238,11,6,17
908-9082239,32,24,56
908-9082240,16,18,34
908-9082241,19,25,44
908-9082300,8,13,21
908-9082301,2,2,4
908-9082302,16,15,31
908-9082305,7,13,20
908-9082306,7,12,19
908-9082307,12,19,31
908-9082310,14,17,31
908-9082311,3,11,14
908-9082312,7,7,14
908-9082313,15,16,31
908-9082314,17,16,33
908-9082317,14,13,27
908-9082318,9,21,30
908-9082319,2,4,6
908-9082320,14,15,29
908-9082321,25,22,47
908-9082325,11,19,30
908-9082326,34,26,60
908-9082400,16,8,24
908-9082401,9,20,29
908-9082403,6,6,12
908-9082404,2,1,3
908-9082405,12,14,26
908-9082406,54,72,126
908-9082410,15,17,32
908-9082413,18,12,30
908-9082420,8,8,16
908-9082431,30,26,56
908-9082432,24,29,53
908-9082437,35,27,62
908-9082441,9,9,18
908-9082443,9,7,16
908-9082444,9,4,13
908-9082448,19,18,37
908-9082449,13,18,31
908-9082452,4,11,15
908-9082453,35,26,61
908-9082454,39,49,88
908-9082500,3,3,6
908-9082502,19,35,54
908-9082503,6,3,9
908-9082504,3,2,5
908-9082506,10,16,26
908-9082507,10,5,15
908-9082508,6,5,11
908-9082509,10,16,26
908-9082510,8,10,18
908-9082511,11,18,29
908-9082514,0,5,5
908-9082515,7,5,12
908-9082516,16,15,31
908-9082522,16,12,28
908-9082524,15,7,22
908-9082602,3,4,7
908-9082603,13,14,27
908-9082605,9,5,14
908-9082606,5,3,8
908-9082608,12,8,20
908-9082610,14,15,29
908-9082612,8,5,13
908-9082613,9,3,12
908-9082615,5,3,8
908-9082617,7,7,14
908-9082619,2,2,4
908-9082621,4,9,13
908-9082623,7,10,17
908-9082625,7,5,12
908-9082627,1,2,3
908-9082628,5,6,11
908-9082629,3,7,10
908-9082630,13,5,18
908-9082632,15,14,29
908-9082633,5,11,16
908-9082634,11,12,23
908-9082635,26,36,62
908-9082700,19,37,56
908-9082701,3,3,6
908-9082703,4,2,6
908-9082704,10,9,19
908-9082706,6,5,11
908-9082707,12,11,23
908-9082708,7,7,14
908-9082710,9,12,21
908-9082711,0,2,2
908-9082713,8,5,13
908-9082715,21,14,35
908-9082716,11,4,15
908-9082718,6,5,11
908-9082719,6,8,14
908-9082723,22,18,40
908-9082724,10,20,30
908-9082726,43,38,81
908-9082730,18,42,60
908-9082736,11,10,21
908-9082737,11,8,19
908-9082741,17,15,32
908-9082742,31,31,62
908-9082743,33,30,63
908-9082745,40,46,86
908-9082746,9,7,16
908-9082747,22,22,44
908-9082748,28,31,59
908-9082749,21,19,40
908-9082751,11,11,22
908-9082754,17,29,46
908-9082756,18,11,29
908-9082757,23,22,45
908-9082758,8,23,31
908-9083033,4,4,8
908-9083034,2,3,5
908-9083091,12,18,30
908-9083183,11,5,16
908-9083184,5,1,6
908-9083218,31,30,61
908-9083300,1,0,1
908-9083301,16,15,31
908-9083302,15,13,28
908-9083306,7,11,18
908-9083381,4,7,11
908-9083383,4,0,4
908-9083385,9,8,17
908-9083388,16,16,32
908-9083390,10,8,18
908-9083392,18,27,45
908-9083461,19,28,47
908-9083463,12,11,23
908-9083542,8,9,17
908-9083543,4,10,14
908-9083547,4,1,5
908-9083549,21,42,63
908-9083621,6,7,13
908-9083625,18,25,43
908-9083714,5,7,12
908-9083715,1,4,5
908-9083716,9,5,14
908-9083717,7,4,11
908-9083718,14,14,28
908-9083797,12,15,27
908-9083871,10,4,14
908-9083875,3,8,11
908-9083876,19,13,32
908-9083878,4,2,6
908-9083881,3,1,4
908-9083882,5,3,8
908-9083884,5,4,9
908-9083885,7,1,8
908-9083888,11,19,30
908-9083891,26,34,60
908-9083892,37,41,78
908-9083894,19,20,39
908-9085201,5,8,13
908-9087002,0,0,0
908-9087003,3,2,5
908-9087004,2,9,11
908-9087005,2,3,5
909-9091100,0,3,3
909-9091103,0,0,0
909-9091105,0,1,1
909-9092000,19,25,44
909-9092001,0,2,2
909-9092002,5,19,24
909-9092003,8,8,16
909-9092004,2,8,10
909-9092005,1,6,7
909-9092006,17,24,41
909-9092007,14,12,26
909-9092008,3,1,4
909-9092009,1,2,3
909-9092010,1,0,1
909-9092014,5,8,13
909-9092017,0,3,3
909-9092018,12,15,27
909-9092019,4,5,9
909-9092020,14,16,30
909-9092026,3,6,9
909-9092027,2,3,5
909-9092028,1,0,1
909-9092032,5,5,10
909-9092033,4,4,8
909-9092035,5,14,19
909-9092040,0,2,2
909-9092046,26,35,61
909-9092054,3,7,10
909-9092058,10,8,18
909-9092059,7,12,19
909-9092060,9,9,18
909-9092069,32,28,60
909-9092071,12,11,23
909-9092100,0,4,4
909-9092103,2,4,6
909-9092107,30,27,57
909-9092123,4,5,9
909-9092126,19,26,45
909-9092146,19,26,45
909-9092148,30,33,63
909-9092200,1,5,6
909-9092207,15,15,30
909-9092211,8,7,15
909-9092212,14,13,27
909-9092216,2,5,7
909-9092220,8,9,17
909-9092222,1,4,5
909-9092223,7,7,14
909-9092224,3,11,14
909-9092225,19,9,28
909-9092226,6,2,8
909-9092227,3,5,8
909-9092228,4,17,21
909-9092231,15,23,38
909-9092237,29,25,54
909-9092301,3,1,4
909-9092302,5,8,13
909-9092305,4,9,13
909-9092308,9,6,15
909-9092310,12,14,26
909-9092311,2,5,7
909-9092313,6,4,10
909-9092314,0,0,0
909-9092315,11,13,24
909-9092318,28,31,59
909-9092319,32,29,61
909-9092320,19,16,35
909-9092321,30,29,59
909-9092322,3,6,9
909-9092404,11,6,17
909-9092406,6,1,7
